,Date,User,text
429,2022-10-14 03:49:12+00:00,JesimaBeevi,"TCS fires an employee because she purchased some products and claimed under the benefits that TCS offers

 #mbjtalks #employeebenefits #tcs #termination #offers #claims #employee #fired"
430,2022-10-14 03:47:49+00:00,TimesNowCareers,"External gigs allowed after prior consent, says Infosys CEO after firing employees for moonlighting 

Story by @DanitaYadav 

#Infosys #Moonlighting #Wipro #SalilParekh 

https://t.co/GAaU5sLPbm"
431,2022-10-14 03:45:45+00:00,timesofindia,"Like Wipro, #Infosys too has fired employees in recent months for #moonlighting. “If we have found employees doing work in two different companies, where there are confidentiality issues, we have let them go in the last 12 months,” says CEO Salil Parekh.

https://t.co/4MKBoJhPZF https://t.co/ymGujEocOC"
432,2022-10-14 03:43:48+00:00,PragattiOberoi8,"After Wipro, now Infosys has confirmed sacking employees for moonlighting. However, there are reports that the company may be devising a system to allow employees to take up some other gigs, but the stance of 'no dual employment' stays. 

#Wipro #Infosys #InfosysQ2 #BreakingNews"
433,2022-10-14 03:42:25+00:00,vjitu24,"If we have found employees doing work in two different companies, where there are confidentiality issues, we have let them go in the last 12 months, CEO Salil Parekh said.

Like #Wipro, #Infosys  lets go of staff for #Moonlighting  too https://t.co/iDLzFuUx21 via @timesofindia"
434,2022-10-14 03:21:40+00:00,MadAboutStocks_,"Moonlighting &amp; Communication 101:

#Wipro said it in your face ( We fired 300 people)  and received Twitterati’s bashing .

#Infy did the same but communicated- Have let go of Staff working in 2 firms BUT we provide GIG Projects within the Org. , receives appreciation 😀"
435,2022-10-14 03:11:49+00:00,equityin,"#Infosys attrition reduces to 27.1%, hiring drops 52.6% in Q2

Infosys CEO &amp; MD Salil Parekh said the company expects attrition to trend along downward trajectory for the upcoming quarter. 

Time to work on better HR policy 🙏✔"
436,2022-10-14 02:51:29+00:00,AEHarshada,"#INFOSYS Q2FY23
Attrition Rate At 27.1% Vs 28.4% 
Total Contract Value At  $2.7 Bn Vs $1.7 Bn 

INFOSYS FY23 #GUIDANCE Tightened 
FY23 CC REV GROWTH GUIDANCE 
RAISED TO 15-16% FROM 14-16%
FY23 EBIT MARGIN GUIDANCE 
REVISED TO 21-22% FROM 21-23%"
437,2022-10-14 02:37:26+00:00,moneycontrolcom,"Infosys has let go of people working for two companies in the last twelve months, Chief Executive Officer Salil Parekh said.

Read more 👇
https://t.co/WnoPVtfSYz

#Infosys #SalilParekh #Moonlighting"
438,2022-10-14 02:33:07+00:00,moneycontrolcom,"Infosys has let go of people working for two companies in the last twelve months, Chief Executive Officer Salil Parekh said.

Read more 👇
https://t.co/WnoPVty2cH

#Infosys #SalilParekh #Moonlighting"
439,2022-10-14 02:32:27+00:00,muthuk257,"I support #Moonlighting In company talent won't work. For ex: @glancescreen here talent never works, only close friends of management's idiots gains.

Let them show there capacity, if you found use that &amp; appreciate it.

Is this includes #boardmembers too?
#infosys #wipro #HCL"
440,2022-10-14 00:45:00+00:00,dna,"'Some side jobs are fine but...': #Wipro on #Moonlighting after firing 300 employees

Read HERE!

https://t.co/jlL7orFrE3"
441,2022-10-14 00:33:00+00:00,SonuMit65836500,"Moonlighting work culture,why only workers include business also that they will not do any other business and will stick to only one..why ??#employees #employment #Moonlighting #Infosys #Wipro why u do multiple business to generate revenue ."
442,2022-10-14 00:30:00+00:00,bqprime,"#Infosys makes it clear that the company does not support #moonlighting and said it has fired employees who were into dual employment.  

https://t.co/dr1CGGSrLE"
443,2022-10-13 21:20:45+00:00,group_mvm,"Wipro now says it is fine with employees doing side jobs but not for competitors.

#Moonlighting 
#Wipro 
#jobseeker 
#ITJobs"
444,2022-10-13 18:34:12+00:00,Kollytweeps,"#Infosys #Wipro #TCS #cognizant

#Moonlighting

How a company hiring Employees without relieving letter of previous company and in BGV check also not found.? It means your BGV is not properly done

Until Epfo informed the organization they were unable to find it?

Logic missing😕"
445,2022-10-13 18:14:30+00:00,Market__Bull,"2. #Infosys NI beats BBG est

NI 60.2 B, +11% y/y, est.59.02
Rev 365.4 B, +23% y/y,est.365.65 B
OPM 21.5% , est 21%
Attrition 27.1%
DPS 16.5 
Plans sharebuyback at 1850 per share 

2023 Forecast

Sees revenue+15% to +16% , saw +14% to +16%
Sees OPM 21% to 22% , est.21.2%

1/2"
446,2022-10-13 17:18:01+00:00,loniless_18,"How moonlighting is bad if we are working in any other company after finishing work hours in 1st company then how it is wrong we are paying tax to gov. Also then how it is wrong we can work 24 hr it's our choice 

 #Wipro"
447,2022-10-13 17:15:42+00:00,Vinnee07,"Wipro gonna develop there own moon as they denied the natural one on karwa chauth.
#Wipro #Moonlighting"
448,2022-10-13 17:09:08+00:00,business_today,Infosys has fired ‘moonlighters’ in the last 12 months because of confidentiality issues when found working for two companies. Listen in. | #Infosys #Moonlighting #SalilParekh https://t.co/BVLyF8vXI1
449,2022-10-13 16:44:16+00:00,ETNOWlive,"Speaking on the #moonlighting issue, #Infosys CEO Salil Parekh said, ""If the employees are doing blatant work in two specific companies where there's confidentiality issues, we have let go them in the past 12 months.""

https://t.co/NQAGmmm5lF"
450,2022-10-13 16:28:12+00:00,anish_nanda,"#Infosys CEO Salil Parekh On Q2 Earnings, Future Outlook And Moonlighting
https://t.co/lEc8vw5GB7"
451,2022-10-13 16:26:43+00:00,anish_nanda,"#Moonlighting: #Infosys working on policy to allow employees take up outside gigs, says CEO Salil Parekh https://t.co/BTCJ8Gv4gJ"
452,2022-10-13 15:33:51+00:00,moneycontrolcom,"#MCTech3: Top #tech and #startup news this evening  🔥

✴️ Infy mulls moonlighting policy
✴️ Gadkari’s latest message to Elon Musk
✴️ Vedantu has come full circle

Sign up for the newsletter  👇
https://t.co/laY4M233yV

#Infosys #NitinGadkari #ElonMusk #Vedantu"
453,2022-10-13 15:33:34+00:00,MarathiRojgar,"#Infosys said that it will support employees who take on specific side projects with the prior approval of managers, and that it is also considering a more comprehensive policy for it. #Moonlighting"
454,2022-10-13 15:32:25+00:00,MarathiRojgar,Infosys said that people have been fired in the last twelve months because they were found to be working for two companies where there were confidentiality issues. #Moonlighting #Infosys
455,2022-10-13 15:27:30+00:00,stocks_in,"Moonlighting: #Infosys mulls policy for allowing employees to take up external gigs, says CEO Salil Parekh [Automated tweet] https://t.co/iOplY3iYYM"
456,2022-10-13 15:00:01+00:00,namastesaksham,"#Moonlighting 
#Wipro 
 All the 300 fired ones right now : https://t.co/JddhphLJwi"
457,2022-10-13 14:19:06+00:00,dellyranksindia,"Infosys net profit jumps 11% YoY in Q2; DoT to regulate OTT comms players only #FrontRow #HCLTechnologies #Infosys #Mindtree #moonlighting #OTT #salilparekh #Wipro #zoomcar https://t.co/BoswgAdZrz
https://t.co/f7f86JppKq"
458,2022-10-13 13:35:49+00:00,business_today,"India's second-largest software exporter #Infosys saw its attrition rates decrease 1.3% to 27.1% in #Q2FY23 compared to 28.4% in the previous quarter. (@binu_t_paul) 

https://t.co/HrbYlpIEYi"
459,2022-10-13 13:23:02+00:00,prodigymarketer,"Corporate Word of the Year 2022
#Moonlighting

#Wipro #TCS #Infosys #Accenture
#Google

Tags:
#Bengaluru #Hyderabad #Gurugram #IT #SAAS #India #2022 #corporate #INDvsSA #GOAT𓃵 #XRP #Viral #nsfwtwt #delhi #9000OFFonGTNeo3T #Samsung #inflation #sensex"
460,2022-10-13 13:08:50+00:00,moneycontrolcom,"#Infosys joins TCS, Wipro and HCL in making the policy of moonlighting in their company clear. In a response to Moneycontrol's Chandra R Srikanth, Infosys CEO, Salil Parekh said that they do not support dual employment

Listen in 📢

#Infosys #Moonlighting #job #employment https://t.co/BQ7omQmfEV"
461,2022-10-13 12:58:13+00:00,InUnivest,"IT Sector which up till now have seen major pressure on their margins owing to astronomically high levels of attrition in the past one year.
To read more :https://t.co/h1kzQLUZN3

#Univest #Revenue #Q2FY23 #TCS #Infosys #Techmahindra https://t.co/bfWp4Vvx0S"
462,2022-10-13 12:57:11+00:00,ETHrWorld,"India’s third largest software service company #Wipro reported a slight moderation in #attrition at 23% for the quarter ended 30th Sept, 2022, an improvement of 30 basis points from the previous quarter.  https://t.co/LurWVg5fIO"
463,2022-10-13 12:36:09+00:00,CNBCTV18News,"'We've let go of some employees for #moonlighting over the past 12 months' says CEO Salil Parekh at the @Infosys Q2 FY22 press conference 

#Infosys #SalilParekh https://t.co/cCjk5ev8tg"
464,2022-10-13 12:31:13+00:00,fixb78,#Wipro today moonlighting wipro crashed over 6%
465,2022-10-13 12:30:53+00:00,puranchd6,"Have you heard about the viral Wipro- #Moonlighting theory? 

#Wipro fired 300 people two weeks ago for moonlighting. But how did the #IT giant know? https://t.co/a0XSSdtleu"
466,2022-10-13 12:30:46+00:00,boomlive_in,"A buzzword on the Internet over the past few days, #MoonLighting has come into the limelight particularly after tech-giant #Wipro fired 300 employees found indulging in moonlighting. 

Why are employees losing their jobs over it? Find out ⬇️
 https://t.co/oViKFXc0wr"
467,2022-10-13 12:30:09+00:00,jais_george,Infosys not in favour of dual employment: Salil Parekh #Infosys #Moonlighting #Layoffs #Tcs #Wipro #Hcl #HclTech #Infosys #Wipro #Tcs #EnterpriseServices #IT  https://t.co/Ah9PV1LTW9
468,2022-10-13 12:30:07+00:00,ETTelecom,Infosys not in favour of dual employment: Salil Parekh #Infosys #Moonlighting #Layoffs #Tcs #Wipro #Hcl #HclTech #Infosys #Wipro #Tcs #EnterpriseServices #IT  https://t.co/Pgxvh2AHi3
469,2022-10-13 12:20:26+00:00,business_today,"#Moonlighting | IT major #Infosys has also fired ‘moonlighters’ in the last 12 months because of confidentiality issues, the firm revealed on Thursday, echoing its rival Wipro’s stance on the issue. (@SaysVidya) 

https://t.co/LUdhv0per6"
470,2022-10-13 12:19:44+00:00,creceinvestment,"#Infosys #Q2EARNINGS

INFY results are line with the estimates.  Company has also announced a buy back of 9300 CR. Management commentary was positive and margins will start to improve once d attrition rate goes down.
Apart from Wipro all the IT companies have posted good numbers. https://t.co/0I1rOYBjVu"
471,2022-10-13 12:14:28+00:00,HansrajCapital,"As anticipated, attrition is started stabilizing at high base and likely to go down in next 2-4 quarters.

Given valuation are/were cooled off, IT pack can show some relief rally and show consistent return from hereon for long term horizon.  

#TCS #Infy #Mindtree #Wipro #HCLTech"
472,2022-10-13 11:50:16+00:00,thelipreddy_,"#Moonlighting shld be a fundamental right 
#Wipro"
473,2022-10-13 11:49:46+00:00,EquityBuzzz,"#mindtree
Rev 422 /350mn$ yoy
Q1 399

Ebidta 88.8/ 71.8 mn$ yoy
Q1 84.2

PAT 63/ 54 mn$
Q1 60.3

Clients 276/ 263 yoy

Added 4 $20mn clients in Q2

Attrition 24.1/ 24.5% QoQ

#infosys

Rev 36538 / 29602 cr yoy ,up 23.4%

Profit 6021/ 5421 cr yoy

Buyback 9300 cr

Q2 TCV $2.7bn"
474,2022-10-13 11:44:39+00:00,Chintala_Bvss,"#Infosys results seems to be good.
It added 10032 employees during the second quarter of FY23,headcount as of Sept 30,2022 to 345218. Last quarter,It had a net employee addition of 21,171 employees. So thats a decline in attrition. Net profit rises 11% YoY buyback worth Rs.9300cr"
475,2022-10-13 11:22:15+00:00,CNBCTV18News,"#2QWithCNBCTV18 |  #Infosys reports Q2 results 

– Net headcount up by 10,032 employees, 52% lower than Q1 
– Attrition eases to 27.1% from 28.4% in Q1 
– Let go of several moonlighters over past 12 months: Salil Parekh

#hiring #attrition #moonlighting

https://t.co/k2OymjgAVx"
476,2022-10-13 11:21:59+00:00,IndiaToday,"Wipro has recently fired 300 employees for moonlighting. How did the company catch these employees taking up a second job for financial benefits? Watch this to know more.  

#Wipro #Moonlighting #Employees #NewsMo | @Akshita_N https://t.co/cqxvB0khn0"
477,2022-10-13 11:21:57+00:00,InvestRepeat,"#Infosys Q2 Results are out.

• Revenue up 18.8% YoY. (Constant Curreny)

• Profit up 11.11% YoY.

• Total contract value (TCV) at $2.7 billion. Highest in last 7 quarters.

• Attrition rate (people leaving company) drops to 27.1%.

• Dividend declared ₹16.5. https://t.co/wOr8Jez6Iv"
478,2022-10-13 11:19:30+00:00,stocksnewsfast,"We have let go of some employees for #moonlighting over the past 12 months, says the #Infosys management after the company reported its Q2 earnings earnings.

#2QWithCNBCTV18"
479,2022-10-13 11:17:57+00:00,CNBCTV18Live,"We have let go of some employees for #moonlighting over the past 12 months, says the #Infosys management after the company reported its Q2 earnings earnings.

#2QWithCNBCTV18 #IndianIT https://t.co/UOGUzJACUf"
480,2022-10-13 11:11:42+00:00,moneycontrolcom,"@Infosys #EarningsWithMC ""| ""We make sure that we have real attention to learning opportunities, have set up within the company a platform through which employees can look at gig work outside of their main work"" :  Salil Parekh, CEO and MD, #Infosys 

#Q2Results #Moonlighting https://t.co/5VPUso0Moa"
481,2022-10-13 11:08:11+00:00,RaviPksThakur,"Infosys on #Moonlighting 

We do not support dual employment: Salil Parekh, CEO and MD. 

#Infosys"
482,2022-10-13 11:01:15+00:00,SrishtiSharma_,"#Nifty 50 #Q2FY23 Earning Thread
(4/50)

#Infosys 
Rev In Line
PAT &amp; Margin Better

Open Offer-Rs.9300Cr
Open offer route at Rs.1850/share

FY23 Revenue Guidance revised to 15-16%
Operating Margin Guidance Raised to 21%-22%

3rd Quarter of Attrition Decline

Large deal TCV-$2.7bn"
483,2022-10-13 10:18:53+00:00,indiacom,"After #TCS, #Infosys and #Wipro, #HCLTech Hits Out at #Moonlighting 

https://t.co/KlKe5YH8ix"
484,2022-10-13 08:48:12+00:00,mdaneesqamar,#Wipro 'Some side jobs are fine but...': #Wipro on #Moonlighting after firing 300 employees.#Wipro #WiproQ2 #India #Wipro #Wipro #Wipro #WiproQ2
485,2022-10-13 08:15:54+00:00,techo_preneur,"How does it feel contradicting your own statement? Now, will you apologise to those 300 employees? https://t.co/O2x9mBQmw0

#Moonlighting #Wipro #WiproQ2 #TCS #techmahindra #Infosys"
486,2022-10-13 08:11:12+00:00,student_charts,"#Wipro After being down 40% from ATH is down another 6% as Q2 results were below expections.
Meanwhile the company headed by Harvard graduate is busy searching and firing #Moonlighting employees 😂"
487,2022-10-13 08:00:14+00:00,htTweets,"#Wipro's chief executive officer Thierry Delaporte has said ‘little side jobs were fine', but working for competitor is a question of ethics. 

The top executive's remarks come amid the raging ‘moonlighting’ debate.

https://t.co/0zix1PFx4K"
488,2022-10-13 07:55:00+00:00,FinancialXpress,"#Moonlighting: Contracts need to be respected, says #Wipro CEO
https://t.co/5HpVOdSpOF"
489,2022-10-13 07:44:04+00:00,vinubaby1,"the below post from @vineetnayar  puts the moonlighting term where it has to be.

#moonlighting #wipro #employee #millenials https://t.co/ZQQgRNijhG"
490,2022-10-13 07:41:31+00:00,DeoForMee,"#Wipro 
#Capgemini 
Till 2021 : Few of the most trusted organizations of India 
But now... Not at all
PS: I'm not talking about 300 (moonlighting)... But this is about freshers who were offered by wipro and had been waiting for on-boarding since last 6 months."
491,2022-10-13 07:00:18+00:00,jais_george,Wipro CEO opens up on firm's future and why recent senior exits don't worry him much #Delaporte #ThierryDelaporte #WiproCeo #Moonlighting #WiproCoo #Wipro #Wipro  https://t.co/GZ1OM154Z2
492,2022-10-13 06:41:39+00:00,Phonenewspaper,"""Our contracts stipulate not taking up a side job with a competitor"": Wipro on Moonlighting
https://t.co/6fHsal9s12
#Wipro #Moonlighting"
493,2022-10-13 06:28:38+00:00,NishantMaher,"HCL Tech up 3% while Wipro gets punished, down 7% this morning

All eyes on @Infosys Q2 now. Will the company also revise its guidance like @hcltech did? 

Also, will be interesting to watch out for the attrition rate seen in #Infosys. Other 3 reported levels north of 21%"
494,2022-10-13 05:49:13+00:00,Irisshmartian,@PMOIndia so much for entrepreneurship spirit in India. #wipro just sacked 300 employees for moonlighting. Asim Premji can be board member for various companies at a time. Shame on IT companies in India.
495,2022-10-13 05:45:44+00:00,b_kumbakaran,"300 employee's  sacked for moonlighting in wfh condition  is just an excuse to permanently close the wfh option in India. Karma will get these sons of ##
#Wipro"
496,2022-10-13 05:38:55+00:00,bhautiksheth,"Yet another case of firning employees (300 people) beause of moonlighting. There must be some solution to this. I have my thoughts here: https://t.co/qBE58juylW

#Wipro #moonlighting"
497,2022-10-13 05:30:42+00:00,Flattradein,"#LearnWithFT | Follow us to know more about markets as we decode complex financial/market jargons

To read today's pre-market report, click👉 https://t.co/eBiBFH7jSI

#Moonlighting  #Moonlighters #SecretJob #SideGig #SideHustle #SecondJob #ITServices #Wipro #Opportunities #Jobs https://t.co/Asyj3SfKhf"
498,2022-10-13 05:24:49+00:00,TechCircleIndia,"Infosys Q2 result: Profit may jump over 9%, revenue 23%, attrition data likely to soar

https://t.co/mGHqN8ckOm

#Infosys #quarterlyresults #TCS #HCL #attrition https://t.co/ZcfdpOKdfi"
499,2022-10-13 04:38:25+00:00,RocketSingh0209,"#Wipro on #Moonlighting after firing 300 employees.. 
#unemployment https://t.co/DsAgo945px"
500,2022-10-13 04:30:18+00:00,jais_george,Wipro’s attrition at 23% for Q2FY2022 #WiproNews #Wipro #Tcs #WiproIndia #Attrition #Moonlighting #TataConsultancyServices #Wipro #Tcs  https://t.co/KA1901E26U
501,2022-10-13 04:24:29+00:00,nifty_sharks,"Gloom isn't over for #Wipro 

Q2 Net PAT : 26.6B EST 28.30B

MISSES ESTIMATES

TTM ATTRITION 23%

#NS #WiproQ2 #StockMarkets"
502,2022-10-13 03:30:47+00:00,pracas,"Moonlighting being in #Wipro is not illegal but it’s unethical. 
Please should care about their company and health too :)"
503,2022-10-13 03:30:14+00:00,jais_george,"HCL Tech disapproves of moonlighting, but issue not a big problem within company #HclTech #Wipro #ThierryDelaporte #Infosys #RishadPremji #HclTechnologies #RamachandranSundararajan  https://t.co/c30vZdFmVi"
504,2022-10-13 03:15:23+00:00,Equity_alpha,"#Wipro #Q2FY23 #Results Wipro results lags in performance among large peers. Growth good at 4.1% CC, margin recovery slower compared to TCS and HCL, EPS down. Attrition rate lowered a bit to 23% from 23.3%. Employee addition slowest in Q2. Growth guidance weaker at 0.5%-2% in Q3."
505,2022-10-13 02:59:41+00:00,the_news_21,"#Wipro CEO #ThierryDelaporte said that the company doesn't believe it’s right to have two jobs where there's a conflict of interest. It’s not a question of legal, it’s a question of ethics.
#Moonlighting https://t.co/AlKfABMijW"
506,2022-10-13 02:48:19+00:00,moneycontrolcom,"Wipro CEO Thierry Delaporte said the company doesn't believe it’s right to have two jobs where there's a conflict of interest.

Read more about it 👇
https://t.co/YT2NyvZ8og

#Wipro #Moonlighting | ✍️ @hrprya"
507,2022-10-13 02:16:27+00:00,smartinvestor,"Wipro
Wipro reported a 9% year-on-year fall in consolidated net profit at Rs 2,659 cr.
Revenue, however, rose 15% to Rs 22,540 cr.
Attrition rate for quarter stood at 23%.
@smartinvestor #smartinvestor #investing 
#Wipro #NiftyIT
Avoid another 10-15% decline once it trades &lt; 400"
508,2022-10-13 02:15:36+00:00,NewsInTweetsIn,"DNA: 'Some side jobs are fine but...': #Wipro on #Moonlighting after firing 300 employees Read HERE!
https://t.co/v2hgr0Gedh
https://t.co/kdHEqWolWm
https://t.co/RlH4zd78Sj | #NewInTweets #NewsInTweetsIn"
509,2022-10-13 02:06:20+00:00,vinay17aug,Working 2 places at same time is unethical &amp; working 2 places at different time is absolutely fine. #Moonlighting #Wipro #Firing
510,2022-10-13 02:06:05+00:00,bsindia,"Wipro's secret | Quarterly promotions, salary hikes, among other measures, have helped Wipro bring down its attrition for the third straight quarter.

@shivaniAshinde reports

#Wipro #attrition
https://t.co/YWDd60eSPb"
511,2022-10-13 01:41:00+00:00,dna,"'Some side jobs are fine but...': #Wipro on #Moonlighting after firing 300 employees

Read HERE!

https://t.co/jlL7orFrE3"
512,2022-10-12 22:52:11+00:00,suryanand247,"Whenever they show an engineer unemployed I always said it's not about the degree it's about the skills and knowledge. You can see people are doing two jobs at a time and you are unable to get one. The problem is within you.

#Moonlighting #Wipro"
513,2022-10-12 17:20:00+00:00,bqprime,"- U.S. stocks churn in choppy session
- #Byju's to cut 2,500 jobs in quest for profit
- OPEC trims oil-demand outlook
- #NiravModi warns of suicide risk in India
- #Moonlighting a 'question of ethics': #Wipro CEO

Get the day's top news: https://t.co/X0yNZwKm6R https://t.co/oGa8mRydGT"
514,2022-10-12 16:19:38+00:00,indiacom,"#Wipro defends its policies against #moonlighting 

https://t.co/fTZRLvXiO6"
515,2022-10-12 16:06:18+00:00,TheNEAffairs,"Delaporte further said the issue of moonlighting is not a question of legality, but a question of ethics, and added that the company does not believe it is right to have two jobs, having a conflict of interest. #Wipro 
https://t.co/CpFMIAytZw"
516,2022-10-12 15:35:18+00:00,bqprime,"#Moonlighting is not about legal issues but about ethics, says #Wipro CEO Thierry Delaporte on the issue of firing 300 employees.

Also read: https://t.co/eMhwHxh7ze https://t.co/dh8lQIYean"
517,2022-10-12 15:12:57+00:00,anish_nanda,"'Conflict of interest' an issue, side job is fine: #Wipro CEO on #moonlighting https://t.co/qWkji7BWPq"
518,2022-10-12 15:08:31+00:00,potter6373,"What's wrong with it as long it's not doing any harm to the company .
He/she can be a software engineer by day 
A DJ by Night. A music teacher.  Or even a teacher What's wrong. I would say most of these companies are cheap paying scums
#Wipro
#Moonlighting"
519,2022-10-12 15:06:59+00:00,LnprCapital,"#Wipro Q2FY23 (YoY)

💻Rev at ₹22,540 Cr vs 19,667 Cr

💻PAT at ₹2,659 Cr vs 2,931 Cr

Attrition rate at 23% in Q2FY23 ⬇️ from 23.3% Q1FY22

IT services Rev is projected to grow from 0.5% to 2%

All markets grew in double digits YoY, with 🇺🇲 leading the growth at 15.3%

#Lnpr https://t.co/Z70YGv3sGy"
520,2022-10-12 14:55:57+00:00,inteachings,"#moonlighting techniques I do my 3 days work and yours in this week here, you do my 3 days and yours in next week in this company, next week I do it in other company #Hyderabad #Bangalore #pune #noida #infosys #itsector #jobs #UkraineRussianWar #wipro #ibm #tcs #cognizant"
521,2022-10-12 14:51:47+00:00,moneycontrolcom,"Wipro reaffirmed its stance on moonlighting today when it announced its results for the second quarter, and said that the primary issue is with employees who have an “obvious conflict of interest”.

Read Here 👇

https://t.co/1vbIwdXCDu

#Wipro #Moonlighting | ✍️ @hrprya"
522,2022-10-12 14:36:39+00:00,business_today,"#Wipro CEO clarifies on moonlighting, says perfectly fine with a side job, but conflict of interest is a no-no |

https://t.co/CL1Jrp8GEp"
523,2022-10-12 14:14:00+00:00,moneycontrolcom,"Almost a month after firing 300 employees for moonlighting, Wipro CEO, Theirry Delaporte has made the company's stand clear on this trend.  

Listen to what Delaporte said on moonlighting 🔈

#Moonlighting #Wipro https://t.co/PI6LkiwT9N"
524,2022-10-12 14:00:57+00:00,bsindia,"Weeks after Wipro fired 300 of its employees for moonlighting, the company's CEO Thierry Delaporte said that while little side jobs were fine, working for a competitor is a ""question of ethics"".

#Wipro #Moonlighting 

https://t.co/Dyfgca8Niv"
525,2022-10-12 13:55:24+00:00,CNBCTV18News,"Moonlighting is not acceptable, says CEO Thierry Delaporte at the @Wipro Q2 FY22 press conference 

#Wipro #Moonlighting #Ethics https://t.co/BTbOWf5GwK"
526,2022-10-12 13:30:00+00:00,EconomicTimes,"A stock market investor has explained on Twitter how the company might have caught the ""moonlighters"" off-guard, with just a click of a button.

#Moonlighting | #Wipro 

https://t.co/kd0HSp6GdO"
527,2022-10-12 13:30:00+00:00,NP_App,"#IT major #Wipro recently fired 300 employees for #moonlighting, the tern used for working with other companies at the same time. How Wipro caught moonlighting? This viral tweet explains

Read More Here: https://t.co/GDNZzkP2nW https://t.co/jHhxOHrVjL"
528,2022-10-12 13:26:53+00:00,TheFederal_News,"◾️#TCS achieves ₹10,000 crore net profit
◾️But concerns remain over growth trajectory, attrition &amp; WFH issues
◾️Impact of recession could be severe on IT services sector

@Gprakash1 writes an analysis for #TheFederal

#ITSector #Economy #Wipro #Infosys

https://t.co/DVPesKZIM1"
529,2022-10-12 13:05:13+00:00,AoI_VenturesLtd,"#Wipro Quarterly IT Services voluntary TTM Attrition 23%
Co sees Q3 IT Services Revenue between $281.1 Cr to $285.3 Cr
IT Services Operating Margin in Q2 was 15.1%, increase of 16 bps
Co seeing change in level of optimism among clients
Large deal wins continue to be strong"
530,2022-10-12 12:59:49+00:00,business_today,"IT major #Wipro reported 23% attrition in #Q2FY23 and added 605 new employees, the company announced in its earnings call on Wednesday. 

@aakancvedi reports.

https://t.co/icb8tPZgk3"
531,2022-10-12 12:21:34+00:00,SrishtiSharma_,"Nifty 50 #Q2FY23 Earning Thread
(2/50)

#Wipro
Rev-In Line
Margin &amp; PAT-Below
Guidance for Q3-Lower than expected

Cc Rev growth at 4.1% QoQ

EBIT Margin at 15.1% vs 15% QoQ

Q3FY23 Cc growth Guidance:
0.5% to 2%(1-3% exp)

Attrition at 23%🔻30bps QoQ

Some ✅ &amp; some❌
#Stocks"
532,2022-10-12 11:36:25+00:00,InvestRepeat,"#Wipro Q2 Results are out.

• Revenue up 14.6% YoY.

• Profit down 9.27% YoY.

• Operating margin for IT segment up 0.16% sequentially.

• Order book up 24% YoY.

• Attrition rate (people leaving company) dips for 3rd consecutive quarter. Now at 23%. https://t.co/WQyQvefCUN"
533,2022-10-12 11:34:39+00:00,BhavnaGeed,DecodeThings: MOONLIGHT https://t.co/7jOotFa6i8  #Moonlighting #Moonlight #wipro #employees #ContentWriting #blogger https://t.co/xgQcpnMkgs
534,2022-10-12 11:24:58+00:00,EconomicTimes,"India’s third largest software service company #Wipro reported a slight moderation in attrition at 23% for the quarter ended 30th Sept, 2022, an improvement of 30 basis points from the previous quarter.

https://t.co/LIsQrLdm0n"
535,2022-10-12 11:18:56+00:00,anish_nanda,"#Wipro net employee addition falls to 605 in Q2FY23, attrition dips to 23% https://t.co/v7MP6vbYM8"
536,2022-10-12 11:12:20+00:00,chirag_20_20,How is moonlighting corruption exactly? Future of digital India shld be multiple projects/companies for an employee instead of only one. Firing someone on account of moonlighting is nothing but the old feudal #Wipro.
537,2022-10-12 10:46:16+00:00,stock_infomania,"#WIPRO Q2 : IT MARGINS AT 15.11 % V 15 % (QOQ)

Top 5 clients grew 19% YoY and top 10 clients grew 17% YoY in constant currency terms

ATTRITION RATE DOWN TO 23 % FROM 23.30 % IN Q1 (QOQ)"
538,2022-10-12 10:44:00+00:00,Vygrofficial,"TCS employees after Moonlighting rules, doctor's certificate rule for WFH be like...
#TCS #WorkFromHome https://t.co/j9Z5VS2Jb6"
539,2022-10-12 10:40:26+00:00,EquityBuzzz,"#wipro subdued

Rev 225/ 196.7 bn yoy

PAT 26.5/ 29.3 bn yoy
Q1 25.5 bn

Eps 4.86/ 5.36
Q1 4.7

Order book in TCV up 24% yoy in Q2

Opng Margin 15.1%, 👍16 bps QoQ

OCF 180.6% of Net Rev in Q2 at 48 bn

Attrition 23%, 👎30 bps

Guidance 0.5-2% https://t.co/hJGy5fFfKB"
540,2022-10-12 10:04:37+00:00,ETHrWorld,"While there have been reports that the company found out about these employees #moonlighting by accessing the Universal Account Number (UAN) from the employers’ portal of the Employees’ Provident Fund, there has never been an official confirmation. #wipro https://t.co/CPb8h8ksoW"
541,2022-10-12 09:38:52+00:00,latestly,"Work From Office Begins? TCS Tracks Attendance, Asks Employees To Show Medical Certificate for Exemption From WFH

#WorkFromHome #TCS #Moonlighting #WorkFromOffice #MedicalCertificate #NationalNews

https://t.co/lhP0hKks6c"
542,2022-10-12 08:08:13+00:00,FEMarkets,"Infosys Q2 result preview: Profit may jump 9%, revenue 23% on-year; share buyback, attrition data eyed
#Infosys #IT #InformationTechnology #Infy 
https://t.co/hQ3iLPv380"
543,2022-10-12 07:36:09+00:00,news18dotcom,"#Wipro will report its September-quarter results on Wednesday, October 12. Analysts expect Wipro to deliver a constant currency growth of 4 per cent on a quarterly basis, with broad-based growth across sectors | @Aparna1494 

#Moonlighting

https://t.co/uMvYlfehGp"
